City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
1650064,Barabai,87,ID,10/15/20,95,-2.58,115.38,73.06,1.9
551439,Kazanskaya,0,RU,10/15/20,58,45.41,40.44,65.35,4.41
5742974,North Bend,1,US,10/15/20,45,43.41,-124.22,63.12,10.29
3467684,Campos do Jordão,75,BR,10/15/20,77,-22.74,-45.59,69.8,2.24
2120048,Ust-Nera,100,RU,10/15/20,89,64.57,143.2,16.18,1.74
,,,,,,,,,
2137773,Vao,100,NC,10/15/20,80,-22.67,167.48,71.4,15.93
,,,,,,,,,
1500399,Lokosovo,0,RU,10/15/20,96,61.13,74.82,31.05,7.34
949683,Thabazimbi,0,ZA,10/15/20,33,-24.59,27.41,77.31,4.65
2039557,Khasan,0,RU,10/15/20,71,42.43,130.64,43.03,6.38
5404476,Ukiah,1,US,10/15/20,23,39.15,-123.21,85.24,2.46
2075720,Broome,40,AU,10/15/20,88,-17.97,122.23,78.8,6.93
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1128239,Rūdbār,0,AF,10/15/20,29,30.15,62.6,58.51,6.13
,,,,,,,,,
2127515,Wakkanai,99,JP,10/15/20,56,45.41,141.67,48.97,19.82
1529484,Kumul,0,CN,10/15/20,61,42.8,93.45,41.27,0.11
3406961,Augusto Corrêa,41,BR,10/15/20,61,-1.02,-46.63,86,9.98
2308278,Mbini,75,GQ,10/15/20,88,1.57,9.61,80.6,8.05
3416888,Grindavik,90,IS,10/15/20,76,63.84,-22.43,50,11.41
3662489,Santa Isabel Rio Negro,92,BR,10/15/20,55,-0.41,-65.02,89.29,1.77
5703673,Elko,1,US,10/15/20,22,41,-115.5,56.35,0.96
7647007,Bariloche,56,AR,10/15/20,16,-41.15,-71.31,77.56,6.93
2264923,Peniche,0,PT,10/15/20,78,39.36,-9.38,58.96,4
1266596,Khūtār,0,IN,10/15/20,60,28.2,80.28,75.72,4.21
,,,,,,,,,
3372472,Vila Franca do Campo,75,PT,10/15/20,82,37.72,-25.43,68,3.36
2146219,Hervey Bay,32,AU,10/15/20,93,-25.3,152.85,60.39,5.82
4001056,La Orilla,1,MX,10/15/20,68,17.98,-102.23,86.83,5.57
3492985,Santa Cruz de Barahona,40,DO,10/15/20,70,18.21,-71.1,87.8,13.87
3174856,Lerici,39,IT,10/15/20,88,44.08,9.91,52.39,3.6
2182525,Southbridge,0,NZ,10/15/20,26,-43.82,172.25,39.72,8.01
2508807,Adrar,0,DZ,10/15/20,12,25.75,-1,87.94,8.72
3393838,Nova Olinda do Norte,94,BR,10/15/20,46,-3.89,-59.09,92.77,1.81
3461469,Iguaí,43,BR,10/15/20,37,-14.76,-40.09,87.87,4.32
2522890,Tortolì,0,IT,10/15/20,51,39.93,9.66,59,10.29
,,,,,,,,,
455102,Subate,100,LV,10/15/20,94,56.01,25.91,44.04,6.38
1687801,Santiago,38,PH,10/15/20,93,16.69,121.55,73.63,1.28
4172445,Seminole,20,US,10/15/20,45,28.71,-81.21,89.62,4.7
1811260,Fengrun,45,CN,10/15/20,74,39.83,118.12,51.94,2.93
777682,Skjervøy,75,NO,10/15/20,75,70.03,20.97,41,17.22
2122104,Petropavlovsk-Kamchatskiy,0,RU,10/15/20,100,53.05,158.65,30.2,2.24
3595255,Iztapa,20,GT,10/15/20,79,13.93,-90.71,87.8,13.87
1623197,Tual,100,ID,10/15/20,79,-5.67,132.75,81.88,12.97
5919850,Chapais,90,CA,10/15/20,93,49.78,-74.85,48.2,12.75
1047660,Cuamba,0,MZ,10/15/20,48,-14.8,36.54,75.69,7.29
1794903,Shiyan,100,CN,10/15/20,89,32.65,110.78,53.85,3.4
2516089,La Carlota,0,ES,10/15/20,44,37.67,-4.93,60.8,2.24
2122493,Omsukchan,100,RU,10/15/20,96,62.53,155.8,26.65,5.57
2014833,Tura,0,RU,10/15/20,93,64.28,100.25,16.11,9.04
304919,Malatya Province,0,TR,10/15/20,46,38.5,38,53.6,4.7
3572462,Dunmore Town,7,BS,10/15/20,78,25.5,-76.65,82.54,15.01
1487214,Verkh-Suetka,100,RU,10/15/20,86,53.3,80.05,46.08,6.11
1162316,Yazman,0,PK,10/15/20,18,29.12,71.74,76.96,1.86
684269,Bolintin Deal,0,RO,10/15/20,93,44.46,25.82,60.08,6.93
1035025,Nacala,1,MZ,10/15/20,74,-14.54,40.67,74.34,10.36
3388847,São Félix do Xingu,71,BR,10/15/20,24,-6.64,-51.99,99.46,5.77
2065594,Mount Isa,0,AU,10/15/20,29,-20.73,139.5,77,8.05
1857260,Mikuni,75,JP,10/15/20,81,36.22,136.15,51.8,4.7
161616,Balkanabat,0,TM,10/15/20,25,39.51,54.37,65.01,11.12
,,,,,,,,,
3899539,Antofagasta,20,CL,10/15/20,63,-23.65,-70.4,62.6,14.99
2031405,Erdenet,0,MN,10/15/20,81,49.03,104.08,31.32,6.93
3407762,Amapá,4,BR,10/15/20,37,1,-52,94.3,7.02
1269937,Hoshiārpur,0,IN,10/15/20,27,31.53,75.92,69.87,3.47
,,,,,,,,,
3355672,Lüderitz,0,NA,10/15/20,38,-26.65,15.16,71.42,14.45
3469136,Botucatu,93,BR,10/15/20,62,-22.89,-48.45,75.16,4.83
878141,Madimba,27,TZ,10/15/20,84,-10.4,40.33,75.9,8.93
1726449,Basco,84,PH,10/15/20,79,20.45,121.97,82.17,24.94
1280037,Shache,82,CN,10/15/20,49,38.42,77.24,46.29,4.99
1505998,Idrinskoye,100,RU,10/15/20,85,54.37,92.14,42.37,9.28
3582678,Belize,82,BZ,10/15/20,64,17.25,-88.75,87.01,3.58
4034496,Fare,95,PF,10/15/20,76,-16.7,-151.02,79.48,10.13
2447513,Arlit,0,NE,10/15/20,10,18.74,7.39,97.09,8.81
609906,Fort-Shevchenko,66,KZ,10/15/20,56,44.51,50.26,61.84,10.47
1788534,Xinyang,100,CN,10/15/20,94,32.12,114.07,55.96,11.45
6160603,Swift Current,90,CA,10/15/20,69,50.28,-107.8,35.6,24.16
2347954,Bama,59,NG,10/15/20,44,11.52,13.69,87.76,10.54
5935804,Dawson Creek,20,CA,10/15/20,69,55.77,-120.24,39.2,2.24
2126199,Cherskiy,100,RU,10/15/20,90,68.75,161.3,33.58,7.61
3651949,San Cristobal,75,EC,10/15/20,88,-0.9,-89.62,73.4,9.17
1812988,Dengzhou,100,CN,10/15/20,82,37.81,120.75,57.38,11.61
3421765,Nanortalik,100,GL,10/15/20,77,60.14,-45.24,39.22,9.95
3428068,San Vicente,98,AR,10/15/20,50,-26.62,-54.13,80.87,2.01
,,,,,,,,,
2171722,Charters Towers,0,AU,10/15/20,89,-20.1,146.27,61.21,6.87
2165087,Gold Coast,0,AU,10/15/20,93,-28,153.43,56.68,2.24
6324729,Halifax,20,CA,10/15/20,59,44.65,-63.57,60.87,8.05
2654970,Brae,75,GB,10/15/20,87,60.4,-1.35,48.2,11.41
2121909,Poronaysk,13,RU,10/15/20,81,49.22,143.12,35.29,11.5
2063056,Port Augusta,75,AU,10/15/20,82,-32.5,137.77,70.95,3.74
4004293,Ixtapa,20,MX,10/15/20,63,20.7,-105.2,91.2,8.05
1254709,Tezu,0,IN,10/15/20,58,27.92,96.17,76.59,3.38
64013,Bosaso,0,SO,10/15/20,52,11.28,49.18,84.16,8.14
2038067,Chifeng,0,CN,10/15/20,61,42.27,118.96,41.41,10.04
6454825,Saint-Junien,90,FR,10/15/20,93,45.88,0.9,44.29,8.05
678162,Fântânele,100,RO,10/15/20,87,46.12,21.4,57.07,8.05
88319,Benghazi,76,LY,10/15/20,43,32.12,20.07,82.09,15.52
3470709,Barra do Garças,3,BR,10/15/20,21,-15.89,-52.26,103.01,3.13
5816597,Yakima,1,US,10/15/20,41,46.47,-120.67,57.79,3.56
285628,Hawalli,0,KW,10/15/20,37,29.28,48,71.6,5.82
2142316,Yeppoon,8,AU,10/15/20,82,-23.13,150.73,62.6,5.82
863061,Usinsk,100,RU,10/15/20,95,65.99,57.53,29.93,7.94
2126785,Belaya Gora,100,RU,10/15/20,98,68.53,146.42,22.82,10.2
2893437,Kamenz,75,DE,10/15/20,100,51.27,14.09,49.08,5.82
3385899,Tutóia,7,BR,10/15/20,69,-2.76,-42.27,84.15,17.36
1259385,Port Blair,100,IN,10/15/20,83,11.67,92.75,80.47,10.29
2136825,Isangel,100,VU,10/15/20,82,-19.55,169.27,74.16,10.18
535605,Letnyaya Stavka,0,RU,10/15/20,59,45.43,43.45,63.39,2.17
2192362,Christchurch,0,NZ,10/15/20,69,-43.53,172.63,43.5,13.87
2212775,Sabha,0,LY,10/15/20,16,27.04,14.43,80.69,4.74
187231,Maua,74,KE,10/15/20,48,0.23,37.94,71.24,10.31
1494500,Poltavka,87,RU,10/15/20,85,54.37,71.76,45.43,3.69
1487332,Verkhnyaya Inta,100,RU,10/15/20,95,65.98,60.31,30.02,4.68
1795632,Shenjiamen,100,CN,10/15/20,77,29.96,122.3,64.31,11.43
1786538,Yining,100,CN,10/15/20,93,29.04,114.56,60.98,1.45
,,,,,,,,,
3867291,Filadelfia,79,PY,10/15/20,62,-22.35,-60.03,82.98,4.83
2156643,Mount Gambier,0,AU,10/15/20,93,-37.83,140.77,39.2,8.05
3361934,Saldanha,0,ZA,10/15/20,72,-33.01,17.94,59,12.75
3868707,Valdivia,99,CL,10/15/20,49,-39.81,-73.25,71.6,4.7
3382226,Camopi,2,GF,10/15/20,27,3.17,-52.32,96.82,6.31
3625929,Tucupita,95,VE,10/15/20,51,9.06,-62.05,91.6,4.74
5972762,Hay River,75,CA,10/15/20,62,60.82,-115.8,24.8,24.16
,,,,,,,,,
,,,,,,,,,
2267226,Lagos,87,PT,10/15/20,48,37.1,-8.67,58.87,11.41
,,,,,,,,,
2362323,Bogandé,68,BF,10/15/20,37,12.97,-0.14,88.39,10.83
161974,Bereket,0,TM,10/15/20,32,39.24,55.52,57.7,7.87
2120591,Tilichiki,99,RU,10/15/20,96,60.47,166.1,38.98,4.25
3573197,Hamilton,40,BM,10/15/20,83,32.29,-64.78,78.21,4.7
1065158,Farafangana,100,MG,10/15/20,82,-22.82,47.83,71.2,5.7
1525014,Būlaevo,87,KZ,10/15/20,86,54.91,70.44,44.31,4.68
,,,,,,,,,
2269142,Colares,0,PT,10/15/20,76,38.8,-9.45,58.91,14.99
1815059,Chenzhou,100,CN,10/15/20,92,25.8,113.03,61.11,3.87
1489656,Teya,96,RU,10/15/20,93,60.38,92.63,25.61,7.05
3361142,Springbok,0,ZA,10/15/20,21,-29.66,17.89,72.18,5.64
3453420,Planaltina,75,BR,10/15/20,35,-15.45,-47.61,87.55,4.7
3465228,Coxim,100,BR,10/15/20,48,-18.51,-54.76,86.68,6.73
1253237,Verāval,100,IN,10/15/20,71,20.9,70.37,84.24,6.02
,,,,,,,,,
328709,Shambu,100,ET,10/15/20,100,9.57,37.1,52.72,1.97
2151187,Roma,0,AU,10/15/20,67,-26.58,148.78,61.48,8.34
3466165,Cidreira,80,BR,10/15/20,77,-30.18,-50.21,66.87,7.56
5847411,Kahului,20,US,10/15/20,54,20.89,-156.47,80.98,3.36
3195214,Metlika,90,SI,10/15/20,93,45.65,15.31,47.48,1.12
1510689,Baykit,99,RU,10/15/20,91,61.67,96.37,24.91,9.46
1512019,Aksarka,99,RU,10/15/20,94,66.56,67.8,29.8,10.96
1510377,Belyy Yar,100,RU,10/15/20,57,53.6,91.39,48.2,8.95
3412093,Vestmannaeyjar,75,IS,10/15/20,87,63.44,-20.27,48.2,18.34
2098329,Daru,96,PG,10/15/20,81,-9.08,143.21,77.63,14.14
2122389,Ossora,100,RU,10/15/20,75,59.24,163.07,38.34,16.02
2109528,Buala,0,SB,10/15/20,77,-8.14,159.59,80.06,1.36
,,,,,,,,,
1786060,Yuanping,100,CN,10/15/20,72,38.72,112.76,44.22,7.81
216281,Goma,40,CD,10/15/20,60,-1.68,29.22,71.6,4.7
3451138,Rio Grande,0,BR,10/15/20,82,-32.03,-52.1,65.17,10.71
162099,Abadan,0,TM,10/15/20,37,38.05,58.21,55.4,4.7
669545,Prundu,0,RO,10/15/20,86,44.09,26.23,61,6.15
3720824,Miragoâne,12,HT,10/15/20,69,18.44,-73.09,84.36,1.74
3670218,San Andrés,40,CO,10/15/20,70,12.58,-81.7,87.8,6.93
2025630,Chara,100,RU,10/15/20,88,56.91,118.26,23.76,1.54
1295765,Sittwe,0,MM,10/15/20,82,20.15,92.9,80.83,4.7
4499379,Wilmington,90,US,10/15/20,65,34.23,-77.94,79.11,10.29
1214026,Sabang,100,ID,10/15/20,78,5.89,95.32,82.4,20.98
1513962,Gurlan,0,UZ,10/15/20,40,41.84,60.39,51.8,2.24
1855342,Nishihara,20,JP,10/15/20,78,26.18,127.76,74.14,8.05
,,,,,,,,,
3391889,Pitimbu,20,BR,10/15/20,65,-7.47,-34.81,82.4,11.41
3401148,Cururupu,47,BR,10/15/20,63,-1.83,-44.87,85.87,7.76
3985168,San Patricio,20,MX,10/15/20,75,19.22,-104.7,89.6,6.13
332746,Korem,1,ET,10/15/20,59,12.51,39.52,54.84,1.77
3631878,Moron,1,VE,10/15/20,74,10.49,-68.2,83.46,6.91
203717,Yangambi,85,CD,10/15/20,93,0.81,24.43,71.96,0.74
3374218,Santa Maria,75,CV,10/15/20,88,16.6,-22.9,80.6,12.75
3496021,Nagua,40,DO,10/15/20,89,19.38,-69.85,84.2,9.17
2258378,Loandjili,75,CG,10/15/20,78,-4.76,11.86,78.8,6.93
1052944,Angoche,20,MZ,10/15/20,82,-16.23,39.91,74.21,9.89
2014624,Udachny,90,RU,10/15/20,92,66.42,112.4,21.2,8.95
5557293,Sitka,90,US,10/15/20,70,57.05,-135.33,48.2,4.7
1862505,Hirara,55,JP,10/15/20,78,24.8,125.28,78.58,19.71
3984997,San Quintín,0,MX,10/15/20,32,30.48,-115.95,84.76,7.85
3395998,Macau,76,BR,10/15/20,60,-5.12,-36.63,85.17,25.88
2318123,Yenagoa,100,NG,10/15/20,94,4.92,6.26,75.51,5.53
,,,,,,,,,
3838874,Río Cuarto,77,AR,10/15/20,28,-33.13,-64.35,80.6,23.04
1733432,Kota Kinabalu,40,MY,10/15/20,94,5.97,116.07,75.11,5.82
1267390,Kavaratti,67,IN,10/15/20,76,10.57,72.64,81.86,17.22
2191562,Dunedin,100,NZ,10/15/20,65,-45.87,170.5,44.01,47
5380437,Pacific Grove,1,US,10/15/20,14,36.62,-121.92,85.96,6.93
6137462,Saint-Augustin,68,CA,10/15/20,73,51.23,-58.65,53.4,9.91
1507679,Chulym,58,RU,10/15/20,88,55.1,80.96,38.5,6.51
2068110,Kununurra,0,AU,10/15/20,100,-15.77,128.73,73.4,7.36
7626370,Bud,75,NO,10/15/20,87,62.91,6.91,44.6,3.36
3385077,Conde,20,BR,10/15/20,65,-7.26,-34.91,82.4,11.41
55671,Kismayo,8,SO,10/15/20,80,-0.36,42.55,78.78,15.05
4033557,Tautira,75,PF,10/15/20,88,-17.73,-149.15,75.09,14.99
3347719,Luena,25,AO,10/15/20,87,-11.78,19.92,66.13,1.97
1685422,Sulangan,100,PH,10/15/20,83,11.14,123.72,79.56,11.81
3653015,Playas,74,EC,10/15/20,78,-2.63,-80.38,74.59,15.35
3887127,Iquique,40,CL,10/15/20,59,-20.22,-70.14,66.2,13.87
2960970,Westport,35,IE,10/15/20,86,53.8,-9.52,48.83,6.89
,,,,,,,,,
3382160,Cayenne,0,GF,10/15/20,59,4.93,-52.33,89.6,13.87
3137469,Sørland,75,NO,10/15/20,81,67.67,12.69,44.6,17.22
605155,Kiruna,26,SE,10/15/20,80,67.86,20.23,35.6,8.05
1711821,Hernani,93,PH,10/15/20,86,11.33,125.62,78.1,2.48
2629833,Husavik,0,IS,10/15/20,79,66.04,-17.34,32,1.23
,,,,,,,,,
2028462,Ulaanbaatar,6,MN,10/15/20,78,47.91,106.88,17.6,2.24
934479,Grand Gaube,0,MU,10/15/20,74,-20.01,57.66,75,4
2413419,Gunjur,40,GM,10/15/20,83,13.2,-16.73,82.4,11.41
533284,Lunino,0,RU,10/15/20,36,53.59,45.23,60.01,8.52
2138555,Poum,100,NC,10/15/20,79,-20.23,164.02,74.55,13.78
5942913,Dryden,90,CA,10/15/20,50,49.78,-92.75,33.8,19.46
4031637,Lavrentiya,100,RU,10/15/20,93,65.58,-171,37.92,14.12
5554072,Juneau,90,US,10/15/20,87,58.3,-134.42,46.22,10.29
